ProteinID	CR1F1	CR1F2	CR1F3	CR1F4	CR1F5	CR1F6	CR1F7	CR1F8	CR1F9	CR1F10	DR1F1	DR1F2	DR1F3	DR1F4	DR1F5	DR1F6	DR1F7	DR1F8	DR1F9	DR1F10	CR2F1	CR2F2	CR2F3	CR2F4	CR2F5	CR2F6	CR2F7	CR2F8	CR2F9	CR2F10	DR2F1	DR2F2	DR2F3	DR2F4	DR2F5	DR2F6	DR2F7	DR2F8	DR2F9	DR2F10	CR3F1	CR3F2	CR3F3	CR3F4	CR3F5	CR3F6	CR3F7	CR3F8	CR3F9	CR3F10	DR3F1	DR3F2	DR3F3	DR3F4	DR3F5	DR3F6	DR3F7	DR3F8	DR3F9	DR3F10	CR4F1	CR4F2	CR4F3	CR4F4	CR4F5	CR4F6	CR4F7	CR4F8	CR4F9	CR4F10
K07H8.6c	688	859	936	774	308	158	76	69	39	87	582	722	893	778	270	231	116	91	35	82	717	779	1002	696	305	121	67	46	54	85	602	753	790	764	304	203	90	52	50	87	748	862	1263	1107	449	211	72	67	46	55	733	824	1047	1084	368	242	211	92	38	59	817	666	1181	801	266	230	57	36	30	24
K07H8.6a	688	862	936	774	308	158	76	69	39	87	582	722	893	778	270	231	116	91	35	83	717	779	1003	697	305	121	67	46	55	85	602	753	790	764	304	203	90	53	50	87	749	863	1272	1109	449	211	72	67	47	56	733	825	1049	1086	368	242	211	92	38	59	817	666	1181	801	266	230	57	36	30	24
H19N07.1b	0	2	0	5	4	5	5	0	0	0	0	3	4	4	5	5	0	0	0	0	0	0	0	4	5	7	0	0	0	0	0	0	4	3	3	3	4	0	0	0	0	0	2	4	4	4	0	0	0	0	0	3	3	4	5	4	0	0	0	0	0	0	0	0	0	5	2	0	0	0
H19N07.1a	6	6	17	25	33	28	22	5	0	0	4	13	25	29	31	23	5	0	0	0	4	6	15	21	30	30	11	3	0	3	2	9	20	27	29	11	9	2	0	0	5	5	4	16	31	26	13	11	5	0	4	7	14	21	29	23	13	4	0	0	7	7	15	18	11	35	21	0	0	0
K10C3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
F25H5.5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
D2089.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Y51H1A.5	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	12	0	0	0
F31D4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F31D4.3	0	0	0	0	4	24	68	14	2	0	0	0	0	3	4	27	30	8	2	0	0	0	0	3	2	29	67	9	0	2	0	0	0	4	5	29	53	6	2	0	0	0	0	0	0	19	104	28	7	7	0	0	0	0	4	20	86	25	4	6	0	0	0	0	19	13	56	6	0	0
F31D4.2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	3	0	2	0	0	0	0
C27C12.7	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	3	7	3	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	11	0	0	0
Y110A7A.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
Y110A7A.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Y60A3A.13a	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0
Y60A3A.13b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F38E9.5	0	0	2	2	11	18	2	0	0	0	0	0	2	3	10	13	0	0	0	0	0	0	0	3	11	14	0	0	0	0	0	0	0	2	9	4	0	0	0	0	0	2	0	3	10	29	9	0	0	0	0	2	2	5	8	11	5	0	0	0	0	0	3	5	5	25	6	0	0	0
Reverse_Y47D3A.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H03A11.2	0	0	0	0	3	4	3	2	3	5	0	0	0	0	0	6	7	2	0	2	0	0	0	0	2	5	2	0	0	3	0	0	0	0	0	14	0	2	2	0	0	0	4	0	4	7	12	9	8	4	0	2	3	0	7	12	9	5	4	3	0	0	0	0	0	5	6	7	3	0
M28.5	4	2	0	3	8	15	9	5	2	0	6	4	0	6	9	11	12	5	4	2	4	0	2	5	8	13	8	0	3	2	6	4	0	7	5	20	9	9	3	0	5	4	3	0	7	14	10	8	2	3	5	3	3	7	11	17	13	6	2	2	3	7	2	2	4	17	13	5	4	0
F59A7.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F59A7.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F59A7.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
T01B10.2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	3	3	3	0	0	0	0	0	0	0	3	4	3	0	0	0	0	0	0	2	0	2	3	0	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	3	3	6	4	0	0	0	0	0	0	0	0	3	0
F52E10.5	0	2	14	7	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	2	9	6	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	11	10	0	0	0	0	0	0	0	0	13	5	0	0	0	0	0	0
B0284.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZK770.3	0	0	0	5	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	7	7	0	3	0	0	0	0
F45E1.6	12	12	5	4	0	0	0	0	0	0	11	6	3	6	0	0	0	0	0	0	14	6	4	2	0	0	0	0	0	0	20	6	3	3	3	0	0	0	0	0	13	6	14	6	0	0	0	0	0	0	18	6	9	6	4	0	0	0	0	0	26	4	3	0	0	0	0	0	0	0
H22K11.1	0	0	0	0	0	0	0	0	12	21	0	0	0	0	0	0	0	0	14	21	0	0	0	0	0	0	4	4	16	22	0	0	0	0	0	0	5	3	17	24	0	0	0	0	0	0	0	6	7	29	0	0	0	0	0	0	0	3	11	35	2	0	0	0	7	0	0	6	23	23
E03G2.3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	13	3
Y54F10AL.2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Y54F10AL.2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
F35A5.1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F20D1.9	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	9	8	5	0	0	0	0	0	0	0
F20D1.3	0	0	0	3	22	12	0	0	0	0	0	0	0	6	18	8	0	0	0	0	0	0	0	2	26	8	0	0	0	0	0	0	0	7	18	2	0	0	0	0	0	2	0	0	20	26	0	0	0	0	0	0	0	3	23	22	0	0	0	0	2	0	0	2	3	25	0	0	0	0
F20D1.4	3	0	4	0	5	7	4	0	0	0	2	3	4	2	5	7	3	2	0	0	3	3	3	2	3	6	4	0	0	0	2	2	3	2	6	5	4	0	0	0	3	3	0	3	4	8	6	0	0	0	3	3	3	2	3	4	9	0	0	0	4	0	4	2	4	4	4	0	0	0
Y67D8C.10d	19	17	15	6	0	0	0	0	0	0	17	15	9	3	5	0	0	0	0	0	16	25	15	3	2	0	0	0	0	0	16	18	12	4	2	0	0	0	0	0	33	30	17	10	0	0	0	0	0	0	26	31	14	7	3	0	0	0	0	0	33	25	36	18	2	2	0	0	0	0
Y67D8C.10a	19	17	15	6	0	0	0	0	0	0	17	15	9	3	5	0	0	0	0	0	17	25	15	3	2	0	0	0	0	0	16	18	12	4	2	0	0	0	0	0	33	32	17	10	0	0	0	0	0	0	28	31	14	7	3	0	0	0	0	0	33	25	36	18	2	2	0	0	0	0
Y67D8C.10b	19	17	15	6	0	0	0	0	0	0	19	15	9	3	5	0	0	0	0	0	17	26	15	3	2	0	0	0	0	0	17	19	12	4	2	0	0	0	0	0	34	30	18	10	0	0	0	0	0	0	28	30	16	7	3	0	0	0	0	0	33	25	36	18	2	2	0	0	0	0
H10E21.3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C07A12.7b	0	0	2	6	20	18	3	0	0	0	0	0	0	6	20	15	2	4	0	0	0	0	0	4	27	13	2	0	0	0	0	0	2	6	17	9	2	0	0	0	0	0	0	2	15	27	12	2	0	0	0	0	2	2	16	16	7	0	0	3	0	0	3	4	6	17	6	2	0	0
C07A12.7c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Y66H1A.6b	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Y66H1A.6a	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
C07A12.4c	7	19	36	49	136	126	24	14	2	8	11	18	32	73	135	106	37	17	0	10	12	20	36	54	156	84	15	0	3	17	9	16	35	61	125	101	17	3	2	8	6	27	22	52	134	190	44	17	0	7	10	24	39	66	156	177	48	30	0	9	9	18	39	53	57	138	37	2	4	3
C07A12.4b	17	26	59	75	283	264	76	69	20	57	22	33	54	126	270	199	95	75	23	54	24	36	62	106	330	175	55	26	36	76	17	34	58	124	268	166	43	22	21	45	9	37	26	71	192	296	62	29	6	15	16	31	49	89	231	279	72	56	6	27	9	23	52	78	75	284	70	10	11	11
C07A12.4a	17	27	65	83	312	290	77	69	20	57	22	37	57	140	299	221	99	75	23	55	24	40	70	113	363	193	55	26	36	77	17	36	65	134	295	171	44	22	21	45	9	42	28	76	223	338	67	29	6	15	17	36	58	102	271	317	78	57	6	27	11	27	61	91	87	307	77	13	14	13
Y71D11A.3b	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0	0	2	20	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	10	21	0	0	0	0	0	0	0	0	11	17	0	0	0	0	0	0	0	5	33	0	0
F37H8.3a	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0
F37H8.3b	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T23E7.2c	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	2	0	0	0	3	3	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	4	4	0	0	6	0	0	0	0	0	3	5	3	0	5	2	0	0	0	0	2	0	2	0	0	2	0	0	0	0
T23E7.2e	0	3	0	0	0	0	0	0	0	0	0	2	0	0	3	0	2	0	0	0	5	5	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	6	8	0	0	6	0	0	0	0	0	4	8	4	0	5	2	0	0	0	0	5	4	3	0	0	2	0	0	0	0
T23E7.2b	0	3	0	0	0	0	0	0	0	0	0	2	0	0	3	0	2	0	0	0	5	5	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	5	7	0	0	6	0	0	0	0	0	4	7	4	0	5	2	0	0	0	0	6	4	3	0	0	2	0	0	0	0
Y71D11A.2b	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Y71D11A.2a	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	4	13	0
Y67D2.1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0432.4	22	15	8	2	0	0	0	0	0	0	21	17	6	0	0	0	0	0	0	0	18	16	10	0	0	0	0	0	0	0	19	18	10	2	0	0	0	0	0	0	17	16	8	2	0	0	0	0	0	0	20	15	5	0	0	0	0	0	0	0	23	26	14	5	0	0	0	0	0	0
B0432.2	0	0	0	0	4	5	24	27	16	2	0	0	0	0	0	4	12	24	14	0	0	0	0	0	0	8	21	25	8	0	0	0	0	0	0	4	22	20	7	0	0	2	0	0	0	3	20	32	25	7	0	0	2	2	0	3	23	18	28	7	0	0	0	0	4	7	18	20	12	0
B0416.7a	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	3	6	2	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	3	6	0
Reverse_R10E11.5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
B0416.5b	2	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	4	2	2	0	0	0	0	0	0
T08H10.1	2	9	47	72	47	11	2	2	0	0	5	20	46	65	41	12	0	0	0	0	2	5	39	50	50	12	2	0	0	0	4	12	39	67	47	2	0	0	0	0	0	15	29	66	67	21	0	0	0	0	5	17	44	68	53	10	2	0	0	0	0	13	35	67	26	51	6	0	0	0
C14C11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	3	0	0
F56F3.1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
F56F3.5	87	112	37	9	0	0	0	0	0	3	77	73	42	8	0	0	0	2	0	3	89	92	61	6	0	0	0	0	0	4	74	80	38	6	2	2	0	0	0	4	115	114	81	13	0	0	0	0	0	0	105	110	61	10	0	0	0	4	0	0	85	68	64	10	5	0	0	2	0	0
W07E6.4	0	0	2	11	2	0	0	0	0	0	0	0	3	6	2	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	4	12	2	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	9	7	0	2	0	0	0	0	0	2	9	0	2	0	0	0	0
W07E6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
W07E6.1	13	10	4	0	0	0	0	0	0	0	12	8	3	0	0	0	0	0	0	0	13	13	3	0	0	0	0	0	0	0	13	10	5	0	0	0	0	0	0	0	20	14	4	0	0	0	0	0	0	0	16	10	4	0	0	0	0	0	0	0	13	10	8	0	0	0	0	0	0	0
W06B11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
W06B11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
F42F12.4	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	2	5	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	4	4	0	0	0	0	0	0	0	8	2	2	0	0	0	0	0	0	0	8	0	0	0
C10C6.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
B0213.15b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R07B1.4	12	6	18	11	4	0	0	0	0	0	13	14	16	9	0	0	0	0	0	0	13	16	19	13	5	0	0	0	0	0	8	13	16	11	3	0	0	0	0	0	11	20	7	19	7	0	0	0	0	0	15	17	17	16	4	0	0	0	0	0	18	18	24	23	0	6	0	0	0	0
F56D2.1	87	88	39	25	7	0	0	0	0	0	84	71	37	16	3	0	0	0	0	2	77	71	58	33	8	0	0	0	0	0	77	70	42	19	6	0	0	0	0	3	88	91	72	38	16	0	0	0	0	0	91	77	62	32	5	0	0	0	0	0	77	70	93	53	16	14	0	0	0	0
F56D2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
T02D1.8	0	0	0	0	0	5	20	6	0	0	0	0	0	0	0	5	19	4	0	0	0	0	0	0	0	6	20	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	24	14	6	0	0	0	0	0	0	0	25	13	3	0	0	0	0	0	0	0	18	3	0	0
T02D1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Y40B1B.5	0	0	2	5	19	8	3	0	0	0	0	0	3	9	21	8	0	2	2	0	0	0	0	7	20	5	3	0	0	0	0	0	0	8	17	2	3	0	0	0	0	2	0	8	16	16	8	4	2	0	0	0	0	8	19	16	10	3	2	0	0	0	0	7	4	17	4	2	0	0
Y40B1B.6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Y39G10AR.9a	0	0	0	0	0	0	11	6	0	0	0	0	0	0	0	2	4	4	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	7	15	12	3	0	0	0	0	0	0	14	9	3	0	0	0	0	0	0	0	18	6	0	0
F53A2.7	13	7	11	5	42	106	127	33	0	13	8	11	3	7	12	60	157	94	48	20	14	15	9	26	29	105	103	14	5	16	12	10	7	7	9	46	159	68	15	24	7	25	6	6	13	63	192	60	2	13	12	32	12	2	3	21	154	117	105	41	14	20	25	13	33	69	122	7	3	4
F53A2.4	0	0	0	0	3	16	15	0	0	0	0	0	0	0	0	19	8	0	0	0	0	0	0	0	3	18	9	0	0	0	0	0	0	0	6	10	8	0	0	0	0	0	0	0	0	12	15	0	0	0	0	0	0	0	0	13	19	2	0	0	0	0	2	0	5	12	19	0	0	0
C06A6.4b	0	0	0	0	0	0	13	42	44	7	0	0	0	0	0	2	6	38	45	4	0	0	0	0	0	4	23	61	7	0	0	0	0	0	0	3	20	52	25	0	0	0	0	0	0	0	8	51	62	5	0	0	0	0	0	0	13	37	61	5	0	0	0	0	4	0	22	63	8	0
C06A6.4a	0	0	0	0	0	0	14	43	44	9	0	0	0	0	0	2	6	39	46	6	0	0	0	0	0	4	25	61	8	2	0	0	0	0	0	3	21	52	26	2	0	0	0	0	0	0	8	51	63	8	0	0	0	0	0	0	13	36	62	7	0	0	0	0	4	0	21	62	8	0
K10H10.2	6	5	14	26	12	0	0	0	0	0	3	8	10	19	20	0	0	0	0	0	4	7	14	17	12	0	0	0	0	0	4	4	13	19	11	0	0	0	0	0	4	8	9	26	24	2	0	0	0	0	4	8	14	24	20	0	0	0	0	0	4	5	16	26	7	20	0	0	0	0
D1053.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D1053.1	0	0	0	0	0	7	21	12	3	0	0	0	0	2	6	10	4	3	0	0	0	0	0	0	0	8	23	4	0	0	0	0	0	0	5	2	23	0	0	0	0	0	0	0	0	0	16	16	11	0	0	0	0	0	3	5	17	6	0	0	0	0	0	0	2	8	32	13	0	0
T01G9.2a	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F25B5.4c	4	3	5	5	4	3	0	13	40	57	9	6	6	4	3	3	12	26	33	51	10	14	6	5	4	17	17	25	57	63	7	4	6	5	9	21	21	9	51	57	8	20	4	11	7	11	5	33	47	54	14	15	9	7	7	12	6	32	34	46	18	19	20	9	50	12	7	40	49	34
C49C3.4	0	0	0	0	0	0	15	16	11	0	0	0	0	0	0	0	6	14	11	0	0	0	0	0	0	2	17	12	0	0	0	0	0	0	0	0	16	8	0	0	0	0	0	0	0	0	9	22	10	0	0	0	0	0	0	0	8	16	17	0	0	0	0	0	0	0	19	19	0	0
